id,district,primary_crop,year,month,day_of_year,season,is_kharif,is_rabi,rainfall_mm,temperature_c,humidity_pct,dam_level_pct,groundwater_level_m,crop_price_inr_qtl,price_volatility,msp_gap_inr,subsidy_delay_days,insurance_claim_rate,pm_kisan_coverage,complaint_count,distress_news_score,water_stress_index,market_stress_index,gov_failure_score,risk_score,risk_label,risk_category
851,Chitradurga,Groundnut,2022,11,293,Rabi,0,1,36.6,30.2,47.5,32.5,46.3,5871,747.0,3688,8,0.446,0.645,2,40.0,60.6,74.7,21.8,26.9,1,Alert
852,Belagavi,Sugarcane,2024,10,365,Summer,0,0,93.9,36.0,67.4,64.2,37.4,3191,404.5,1008,5,0.275,0.762,3,20.0,49.2,40.5,14.4,25.1,1,Alert
853,Bengaluru,Tomato,2022,1,318,Rabi,0,1,3.3,31.9,69.4,28.0,37.7,694,39.3,-1489,27,0.239,0.536,2,40.1,67.2,18.8,36.7,24.8,0,Safe
854,Uttara Kannada,Paddy,2024,7,5,Kharif,1,0,129.2,29.1,78.1,52.7,42.3,2415,281.3,232,36,0.141,0.75,2,0.0,52.5,28.1,30.5,21.9,0,Safe
855,Ramanagara,Ragi,2022,2,289,Rabi,0,1,6.0,33.2,72.7,30.9,46.2,3578,436.8,1395,37,0.304,0.65,3,41.7,61.4,43.7,36.0,31.0,1,Alert
856,Kalaburagi,Soybean,2022,2,298,Rabi,0,1,3.3,33.5,56.1,18.1,36.2,4514,476.8,2331,63,0.668,0.556,5,36.9,72.8,47.7,53.7,30.6,1,Alert
857,Bengaluru,Tomato,2022,8,130,Kharif,1,0,50.5,35.3,50.0,12.9,43.8,703,55.7,-1480,3,0.232,0.555,7,8.5,71.7,20.4,23.7,22.9,0,Safe
858,Mysuru,Paddy,2022,8,331,Kharif,1,0,82.3,34.7,73.8,69.9,31.6,2212,204.5,29,21,0.353,0.723,7,31.8,49.2,20.4,24.4,10.2,0,Safe
859,Dharwada,Cotton,2022,6,17,Kharif,1,0,95.5,31.1,60.9,21.3,31.0,6957,788.4,4774,12,0.444,0.653,7,18.0,73.8,78.8,23.3,32.1,1,Alert
860,Tumkuru,Groundnut,2024,11,27,Rabi,0,1,25.8,29.2,65.5,46.7,51.8,5919,793.0,3736,115,0.314,0.777,7,16.3,50.8,79.3,68.6,30.2,1,Alert
861,Dharwad,Cotton,2023,5,192,Summer,0,0,46.2,40.8,63.8,19.4,19.4,7284,776.3,5101,10,0.44,0.658,6,19.6,80.6,77.6,22.1,36.3,1,Alert
862,Mandya,Sugarcane,2024,9,187,Kharif,1,0,47.2,29.3,66.0,56.7,35.4,3223,390.6,1040,0,0.351,0.743,4,35.8,53.9,39.1,12.8,20.2,0,Safe
863,Raichur,Paddy,2022,5,66,Summer,0,0,24.5,39.4,57.0,20.3,20.1,2352,289.4,169,23,0.694,0.509,6,31.8,79.8,28.9,36.0,31.4,1,Alert
864,Chitradurga,Groundnut,2022,2,219,Rabi,0,1,5.7,34.1,66.5,29.2,31.4,6257,748.6,4074,41,0.465,0.644,5,48.8,69.7,74.9,38.3,29.8,1,Alert
865,Bengaluru,Tomato,2024,11,216,Rabi,0,1,41.9,32.6,61.1,33.7,52.1,665,50.8,-1518,3,0.126,0.575,6,12.7,57.1,20.3,22.8,12.3,0,Safe
866,Uttara Kannada,Paddy,2023,5,167,Summer,0,0,76.0,31.4,85.9,41.2,25.7,2345,211.4,162,17,0.169,0.737,2,17.1,66.5,21.1,21.6,28.4,1,Alert
867,Chikkaballapur,Tomato,2023,12,125,Rabi,0,1,16.1,32.3,60.7,44.5,41.8,682,60.1,-1501,29,0.463,0.648,5,41.6,56.9,21.0,32.1,22.4,0,Safe
868,Bengaluru,Tomato,2023,3,165,Summer,0,0,10.0,40.3,72.2,24.5,41.2,738,118.1,-1445,11,0.156,0.501,6,5.1,67.2,26.3,30.4,21.8,0,Safe
869,Haveri,Cotton,2024,1,365,Rabi,0,1,5.2,32.3,67.1,52.3,54.2,6765,897.7,4582,13,0.385,0.74,8,9.8,46.8,89.8,19.5,28.3,1,Alert
870,Chikkaballapur,Tomato,2023,12,157,Rabi,0,1,9.2,29.8,61.5,28.4,29.7,679,110.4,-1504,22,0.345,0.592,6,38.4,70.9,26.1,31.4,18.0,0,Safe
871,Chamarajanagar,Ragi,2024,8,160,Kharif,1,0,62.2,33.5,60.2,45.1,37.7,3838,539.1,1655,15,0.229,0.677,6,6.7,58.6,53.9,23.6,25.4,1,Alert
872,Mandya,Sugarcane,2022,3,157,Summer,0,0,21.1,40.2,63.4,43.4,33.0,3406,421.8,1223,4,0.316,0.733,4,11.2,61.8,42.2,15.4,19.7,0,Safe
873,Bagalkot,Sugarcane,2022,4,157,Summer,0,0,22.6,40.2,57.8,25.0,26.4,3571,332.6,1388,5,0.451,0.649,5,45.5,74.3,33.3,20.0,20.1,0,Safe
874,Chikkamagaluru,Coffee,2024,4,317,Summer,0,0,46.6,26.8,61.6,48.2,29.5,10522,1138.2,8339,6,0.094,0.674,3,0.0,61.1,113.8,19.3,33.3,1,Alert
875,Bagalkot,Sugarcane,2023,5,65,Summer,0,0,25.4,38.6,58.4,29.7,25.9,3553,417.2,1370,46,0.551,0.583,6,36.8,72.2,41.7,43.9,35.5,1,Alert
876,Ramanagara,Ragi,2022,12,360,Rabi,0,1,14.5,32.3,66.7,41.1,66.1,3618,401.1,1435,2,0.268,0.605,6,33.7,46.4,40.1,20.8,22.2,0,Safe
877,Davangere,Paddy,2023,2,97,Rabi,0,1,4.0,37.5,60.3,51.1,33.3,2242,257.1,59,15,0.444,0.687,5,40.5,57.8,25.7,23.1,24.4,0,Safe
878,Chitradurga,Groundnut,2022,12,341,Rabi,0,1,5.8,32.5,58.1,27.5,39.1,6365,797.8,4182,7,0.443,0.626,7,44.2,66.7,79.8,22.2,32.5,1,Alert
879,Chitradurga,Groundnut,2024,8,184,Kharif,1,0,67.7,38.0,60.7,33.8,35.2,6519,830.1,4336,12,0.44,0.593,7,5.5,65.5,83.0,26.4,29.3,1,Alert
880,Dharwada,Cotton,2024,8,135,Kharif,1,0,43.8,31.6,69.4,42.7,24.8,6747,832.6,4564,18,0.45,0.674,10,13.0,66.2,83.3,25.3,38.5,1,Alert
881,Koppal,Paddy,2022,3,362,Summer,0,0,9.6,41.2,49.2,35.4,31.2,2451,306.7,268,16,0.582,0.483,8,43.0,66.7,30.7,33.9,19.7,0,Safe
882,Chikkamagaluru,Coffee,2024,12,132,Rabi,0,1,21.5,17.8,72.5,74.6,43.8,9875,1217.2,7692,43,0.128,0.748,5,4.0,40.8,121.7,34.1,32.4,1,Alert
883,Gadag,Wheat,2022,10,291,Summer,0,0,52.6,36.9,65.7,38.6,38.4,2080,283.5,-103,21,0.57,0.626,9,49.6,61.5,29.4,29.2,27.5,1,Alert
884,Kodagu,Coffee,2023,9,43,Kharif,1,0,346.2,22.9,79.0,75.0,30.9,9304,1237.0,7121,7,0.207,0.815,1,24.7,47.0,123.7,12.8,30.4,1,Alert
885,Chikkamagaluru,Coffee,2022,8,344,Kharif,1,0,167.8,19.5,58.2,62.0,28.5,9211,1141.6,7028,134,0.111,0.742,3,15.4,54.8,114.2,79.9,37.8,1,Alert
886,Shivamogga,Paddy,2022,2,222,Rabi,0,1,20.0,36.3,67.4,62.8,40.4,2057,250.4,-126,10,0.193,0.774,2,0.0,48.4,26.3,16.3,9.0,0,Safe
887,Bengaluru,Tomato,2022,12,223,Rabi,0,1,7.1,35.5,75.8,37.5,38.3,714,113.2,-1469,26,0.142,0.538,2,29.9,62.1,26.0,36.1,17.4,0,Safe
888,Vijayapura,Soybean,2022,4,250,Summer,0,0,53.7,41.8,41.7,25.1,7.7,4972,555.0,2789,53,0.53,0.603,5,34.6,83.6,55.5,46.4,29.8,1,Alert
889,Yadgir,Paddy,2022,10,185,Summer,0,0,54.2,36.7,26.8,27.0,26.9,2176,288.5,-7,1,0.759,0.403,13,18.4,73.0,28.9,30.3,21.7,0,Safe
890,Raichur,Paddy,2024,4,30,Summer,0,0,18.8,38.7,55.4,18.4,22.7,2201,333.8,18,95,0.568,0.462,2,22.7,79.4,33.4,74.4,25.9,1,Alert
891,Bidar,Sorghum,2024,10,27,Summer,0,0,112.2,39.2,61.1,24.7,35.9,2961,433.0,778,25,0.586,0.557,7,43.7,69.7,43.3,34.6,33.7,1,Alert
892,Kalaburagi,Soybean,2023,12,340,Rabi,0,1,8.2,36.7,58.2,22.2,32.0,4889,592.9,2706,4,0.623,0.585,9,12.2,72.9,59.3,22.8,28.5,1,Alert
893,Chikkaballapur,Tomato,2024,5,280,Summer,0,0,68.8,44.9,60.4,21.6,22.5,747,95.0,-1436,44,0.429,0.599,7,9.8,78.0,23.9,42.0,32.6,1,Alert
894,Belagavi,Sugarcane,2024,11,219,Rabi,0,1,49.8,31.2,65.5,57.9,47.3,2921,395.9,738,26,0.304,0.701,5,17.1,47.4,39.6,28.0,23.9,0,Safe
895,Koppal,Paddy,2023,7,255,Kharif,1,0,109.2,34.7,49.0,37.3,24.2,2225,215.5,42,2,0.567,0.633,9,19.7,69.2,21.6,19.4,14.1,0,Safe
896,Tumkuru,Groundnut,2023,10,206,Summer,0,0,125.3,34.1,57.9,54.1,37.7,5902,787.9,3719,24,0.315,0.644,7,19.6,54.1,78.8,29.8,23.8,0,Safe
897,Haveri,Cotton,2022,8,160,Kharif,1,0,104.9,35.2,71.8,45.3,24.2,7045,849.7,4862,8,0.354,0.733,13,8.2,65.2,85.0,17.4,27.9,1,Alert
898,Ballari,Cotton,2024,7,14,Kharif,1,0,51.0,32.0,66.1,25.6,14.3,7312,878.2,5129,16,0.43,0.578,7,47.6,80.1,87.8,29.1,36.2,1,Alert
899,Koppal,Paddy,2022,2,316,Rabi,0,1,6.4,36.6,70.4,36.7,26.1,2283,267.2,100,122,0.516,0.5,7,47.1,68.6,26.7,86.0,36.2,1,Alert
900,Mandya,Sugarcane,2023,9,304,Kharif,1,0,84.2,34.8,68.2,52.7,35.1,3039,446.5,856,37,0.369,0.753,4,9.0,56.1,44.6,30.9,23.0,0,Safe
901,Chikkamagaluru,Coffee,2024,12,22,Rabi,0,1,11.2,17.8,71.9,76.4,38.2,9019,1233.4,6836,6,0.207,0.707,4,21.1,42.7,123.3,17.7,35.7,1,Alert
902,Kodagu,Coffee,2024,1,125,Rabi,0,1,17.0,17.3,61.8,78.0,47.1,9391,1169.9,7208,7,0.226,0.812,2,3.1,37.5,117.0,12.9,31.1,1,Alert
903,Kodagu,Coffee,2024,5,48,Summer,0,0,98.9,24.2,78.0,47.8,46.3,9818,1196.9,7635,1,0.13,0.835,1,0.0,53.0,119.7,8.8,47.1,1,Alert
904,Raichur,Paddy,2022,10,204,Summer,0,0,63.6,39.0,54.2,31.9,42.2,2044,273.9,-139,27,0.712,0.567,4,9.5,62.9,28.8,35.2,11.1,0,Safe
905,Gadag,Wheat,2024,5,246,Summer,0,0,37.4,36.2,58.6,26.0,30.6,2376,317.2,193,44,0.562,0.631,8,1.3,71.7,31.7,40.5,29.0,1,Alert
906,Udupi,Paddy,2023,7,290,Kharif,1,0,190.1,28.3,67.4,56.2,41.6,2181,219.1,-2,11,0.108,0.754,1,11.6,51.1,21.9,17.8,19.1,0,Safe
907,Chikkaballapur,Tomato,2022,10,151,Summer,0,0,74.8,36.3,59.8,41.2,48.3,653,51.4,-1530,95,0.339,0.676,5,0.0,55.2,20.4,63.7,18.4,0,Safe
908,Shivamogga,Paddy,2022,12,158,Rabi,0,1,15.7,30.9,80.2,74.6,43.2,2062,208.4,-121,30,0.201,0.759,3,19.5,41.1,22.1,27.0,14.4,0,Safe
909,Davangere,Paddy,2024,9,354,Kharif,1,0,91.8,39.5,55.8,52.0,25.8,2190,179.9,7,36,0.392,0.735,4,1.1,61.1,18.0,31.2,18.0,0,Safe
910,Hassan,Paddy,2022,1,338,Rabi,0,1,4.8,35.2,69.2,50.0,48.3,2240,274.2,57,27,0.257,0.83,5,6.9,50.9,27.4,22.0,19.9,0,Safe
911,Gadag,Wheat,2022,7,190,Kharif,1,0,78.9,35.8,71.3,29.6,37.1,2335,244.4,152,78,0.528,0.672,10,22.9,66.7,24.4,55.4,25.1,1,Alert
912,Mysuru,Paddy,2023,4,26,Summer,0,0,50.1,36.1,77.5,45.7,33.1,2435,229.5,252,5,0.298,0.819,4,0.0,60.6,22.9,11.6,15.7,0,Safe
913,Bagalkot,Sugarcane,2023,11,321,Rabi,0,1,22.0,33.0,76.7,46.6,39.3,3031,351.2,848,23,0.433,0.687,7,33.8,57.0,35.1,27.1,19.6,0,Safe
914,Davangere,Paddy,2022,1,294,Rabi,0,1,3.1,30.5,50.8,62.2,34.5,2164,259.5,-19,30,0.435,0.647,5,33.7,51.6,26.1,32.6,21.5,0,Safe
915,Chamarajanagar,Ragi,2023,7,82,Kharif,1,0,181.2,31.6,46.7,49.5,39.1,3716,414.9,1533,75,0.152,0.658,3,13.7,55.7,41.5,54.6,28.9,1,Alert
916,Bengaluru,Tomato,2023,4,211,Summer,0,0,20.0,31.4,55.5,15.0,23.2,757,36.0,-1426,18,0.169,0.54,4,15.6,80.9,17.9,32.0,26.8,1,Alert
917,Chikkamagaluru,Coffee,2024,6,208,Kharif,1,0,88.4,22.5,78.8,36.4,31.1,9818,1140.6,7635,23,0.076,0.731,2,37.3,66.2,114.1,25.0,35.7,1,Alert
918,Mysuru,Paddy,2022,12,328,Rabi,0,1,7.7,31.1,65.3,72.5,64.1,2041,276.6,-142,8,0.231,0.764,4,16.2,31.7,29.1,15.8,19.7,0,Safe
919,Ramanagara,Ragi,2022,12,319,Rabi,0,1,11.4,30.0,67.3,34.4,48.2,3800,387.9,1617,59,0.298,0.632,4,14.5,58.7,38.8,47.9,23.1,0,Safe
920,Bengaluru,Tomato,2024,1,143,Rabi,0,1,3.8,28.0,76.7,26.9,39.3,729,81.7,-1454,23,0.208,0.581,2,28.4,66.9,22.7,32.5,30.7,1,Alert
921,Yadgir,Paddy,2022,11,284,Rabi,0,1,23.2,35.7,56.5,27.0,40.3,2033,248.1,-150,166,0.765,0.532,10,41.4,66.3,26.3,106.4,31.7,1,Alert
922,Ramanagara,Ragi,2023,10,209,Summer,0,0,45.9,34.4,76.0,42.3,48.9,3584,419.8,1401,3,0.356,0.65,4,31.0,54.4,42.0,19.0,35.8,1,Alert
923,Mysuru,Paddy,2023,4,30,Summer,0,0,36.0,36.8,89.5,49.8,43.7,2473,221.5,290,43,0.222,0.774,4,18.1,53.2,22.1,32.8,16.8,0,Safe
924,Ramanagara,Ragi,2023,9,121,Kharif,1,0,83.8,36.0,72.0,38.2,33.0,3459,384.6,1276,65,0.346,0.668,4,16.3,64.4,38.5,49.1,20.0,0,Safe
925,Bengaluru,Tomato,2024,8,88,Kharif,1,0,47.8,37.8,57.1,23.8,26.4,674,113.0,-1509,15,0.096,0.585,2,8.5,74.9,26.4,28.2,28.6,1,Alert
926,Belagavi,Sugarcane,2023,6,141,Kharif,1,0,99.2,34.5,54.6,32.6,33.3,3528,447.3,1345,108,0.401,0.716,7,0.0,67.1,44.7,68.2,27.2,1,Alert
927,Bengaluru,Tomato,2024,10,248,Summer,0,0,59.9,36.3,72.4,32.1,41.1,658,75.5,-1525,31,0.111,0.509,6,30.6,63.4,22.8,40.0,26.5,1,Alert
928,Bengaluru,Tomato,2022,10,49,Summer,0,0,110.4,31.3,76.4,40.5,68.8,622,138.8,-1561,110,0.306,0.548,7,0.0,45.4,29.5,77.6,21.5,0,Safe
929,Vijayapura,Soybean,2024,5,259,Summer,0,0,68.6,41.9,55.7,26.4,25.7,4967,579.5,2784,20,0.585,0.559,9,4.7,73.9,58.0,32.0,26.1,1,Alert
930,Tumkuru,Groundnut,2022,11,238,Rabi,0,1,37.5,33.5,77.2,50.4,31.6,5814,808.0,3631,13,0.323,0.686,8,33.4,59.0,80.8,22.2,26.4,1,Alert
931,Yadgir,Paddy,2024,7,182,Kharif,1,0,35.3,37.3,48.3,15.9,23.1,2256,232.8,73,69,0.818,0.402,11,38.9,80.5,23.3,64.4,27.7,1,Alert
932,Bangalore Rural,Tomato,2023,12,93,Rabi,0,1,6.9,31.8,56.2,28.6,59.0,709,78.6,-1474,58,0.323,0.618,9,18.9,56.2,22.6,48.1,21.6,0,Safe
933,Kodagu,Coffee,2023,10,253,Summer,0,0,77.3,22.4,82.1,95.2,43.0,8721,1128.0,6538,18,0.058,0.774,6,0.0,30.9,112.8,20.3,42.3,1,Alert
934,Haveri,Cotton,2024,12,32,Rabi,0,1,7.9,36.6,66.9,51.4,48.7,6987,763.0,4804,18,0.328,0.749,3,13.3,50.0,76.3,21.6,32.7,1,Alert
935,Tumkuru,Groundnut,2024,1,178,Rabi,0,1,6.2,30.3,73.7,43.3,47.9,6480,769.4,4297,17,0.325,0.655,4,43.2,54.4,76.9,25.8,25.0,1,Alert
936,Mandya,Sugarcane,2022,3,54,Summer,0,0,13.6,34.5,67.4,39.6,34.0,3597,321.1,1414,5,0.272,0.764,3,3.8,63.2,32.1,14.3,11.9,0,Safe
937,Chikkamagaluru,Coffee,2024,5,271,Summer,0,0,102.0,25.3,85.4,39.9,40.6,10103,1151.4,7920,25,0.23,0.688,3,21.4,59.8,115.1,28.1,42.7,1,Alert
938,Kalaburagi,Soybean,2024,3,13,Summer,0,0,13.0,37.6,58.8,22.9,36.9,5102,549.2,2919,58,0.639,0.508,4,35.6,70.1,54.9,53.6,25.9,1,Alert
939,Chitradurga,Groundnut,2022,1,128,Rabi,0,1,5.7,31.5,68.6,39.2,52.0,6193,744.1,4010,94,0.494,0.701,5,12.6,54.4,74.4,62.0,33.8,1,Alert
940,Bengaluru,Tomato,2022,10,159,Summer,0,0,54.0,36.5,92.7,36.9,39.3,636,64.0,-1547,14,0.188,0.583,6,11.1,61.9,21.9,27.9,30.3,1,Alert
941,Gadag,Wheat,2022,2,11,Rabi,0,1,5.1,37.8,52.0,29.1,28.8,2275,293.2,92,3,0.463,0.663,7,39.9,71.1,29.3,18.3,17.5,0,Safe
942,Dharwada,Cotton,2023,12,309,Rabi,0,1,9.3,34.4,55.8,47.1,48.2,7170,811.5,4987,55,0.389,0.674,2,16.8,52.3,81.2,43.8,25.2,1,Alert
943,Chitradurga,Groundnut,2023,5,225,Summer,0,0,54.4,38.3,49.4,25.9,27.0,6951,755.0,4768,52,0.419,0.662,9,33.0,73.5,75.5,42.9,33.5,1,Alert
944,Ballari,Cotton,2022,3,127,Summer,0,0,8.3,37.5,49.4,34.7,38.0,7345,822.1,5162,19,0.497,0.602,7,38.7,63.6,82.2,29.4,35.4,1,Alert
945,Raichur,Paddy,2023,7,45,Kharif,1,0,88.7,29.4,60.6,20.1,20.4,2352,296.0,169,103,0.671,0.541,7,21.2,79.8,29.6,74.5,28.9,1,Alert
946,Dharwada,Cotton,2024,8,91,Kharif,1,0,41.3,34.2,70.5,41.0,36.1,7032,861.9,4849,19,0.473,0.631,4,29.3,61.5,86.2,27.9,42.0,1,Alert
947,Bagalkot,Sugarcane,2023,12,185,Rabi,0,1,5.4,33.3,60.4,44.7,35.8,3559,466.4,1376,6,0.532,0.601,9,14.0,59.8,46.6,23.0,31.7,1,Alert
948,Belagavi,Sugarcane,2024,2,90,Rabi,0,1,9.1,33.5,47.0,42.5,35.4,3315,386.9,1132,30,0.323,0.681,7,11.6,61.0,38.7,30.9,21.4,0,Safe
949,Bidar,Sorghum,2024,4,322,Summer,0,0,11.0,40.2,61.1,20.1,32.0,3412,382.8,1229,75,0.707,0.442,12,20.9,74.0,38.3,65.4,44.3,1,Alert
950,Vijayapura,Soybean,2024,2,29,Rabi,0,1,6.0,37.5,62.9,42.4,20.5,4559,609.3,2376,20,0.516,0.694,5,27.5,68.5,60.9,25.3,22.4,0,Safe
951,Koppal,Paddy,2022,5,295,Summer,0,0,54.6,39.3,60.9,15.1,15.8,2343,251.1,160,65,0.543,0.56,3,11.7,84.6,25.1,54.5,20.8,0,Safe
952,Chikkaballapur,Tomato,2023,8,215,Kharif,1,0,66.7,35.3,78.0,19.7,23.3,695,78.6,-1488,5,0.406,0.618,6,51.5,78.5,22.7,21.6,19.8,0,Safe
953,Kolar,Tomato,2023,9,289,Kharif,1,0,80.9,36.3,63.3,29.9,28.5,697,30.9,-1486,3,0.424,0.675,6,42.9,70.8,17.9,17.7,12.9,0,Safe
954,Hassan,Paddy,2024,11,147,Rabi,0,1,29.1,29.5,62.4,78.7,44.3,2069,235.9,-114,4,0.285,0.795,3,0.0,38.5,24.7,12.2,13.3,0,Safe
955,Chamarajanagar,Ragi,2024,1,334,Rabi,0,1,6.3,33.5,66.6,44.9,42.3,3663,470.3,1480,71,0.308,0.714,2,19.3,56.4,47.0,49.8,20.3,0,Safe
956,Uttara Kannada,Paddy,2024,4,290,Summer,0,0,40.6,29.9,88.4,64.9,28.5,2339,267.7,156,16,0.195,0.794,3,0.0,53.3,26.8,18.3,22.0,0,Safe
957,Belagavi,Sugarcane,2022,6,187,Kharif,1,0,119.7,38.0,52.3,22.6,35.6,3345,428.4,1162,49,0.325,0.7,6,24.3,70.9,42.8,39.5,22.8,0,Safe
958,Bangalore Rural,Tomato,2022,12,253,Rabi,0,1,5.2,32.9,65.0,26.4,45.2,697,75.7,-1486,13,0.253,0.648,5,22.5,64.2,22.4,24.1,29.0,1,Alert
959,Chitradurga,Groundnut,2022,9,37,Kharif,1,0,62.1,36.2,52.9,32.8,23.3,6395,758.0,4212,95,0.5,0.728,7,29.4,72.0,75.8,61.1,39.6,1,Alert
960,Vijayapura,Soybean,2024,10,350,Summer,0,0,79.4,36.4,48.4,52.8,40.0,4214,445.0,2031,98,0.631,0.628,8,52.4,53.6,44.5,67.6,29.2,1,Alert
961,Udupi,Paddy,2024,12,138,Rabi,0,1,21.7,25.7,76.4,83.0,47.6,2199,256.8,16,2,0.178,0.868,1,0.0,34.7,25.7,7.6,10.3,0,Safe
962,Chamarajanagar,Ragi,2022,10,137,Summer,0,0,98.7,30.3,55.8,65.8,53.5,3436,435.2,1253,16,0.235,0.622,6,27.3,40.4,43.5,26.9,20.2,0,Safe
963,Mandya,Sugarcane,2022,8,48,Kharif,1,0,68.3,31.8,63.0,53.5,19.2,3266,303.7,1083,22,0.304,0.735,11,0.0,63.6,30.4,24.2,19.6,0,Safe
964,Kodagu,Coffee,2022,6,20,Kharif,1,0,138.9,24.7,71.3,45.3,27.3,9732,1228.3,7549,25,0.145,0.814,3,11.7,63.7,122.8,21.8,37.7,1,Alert
965,Mandya,Sugarcane,2022,3,197,Summer,0,0,7.0,38.7,73.2,44.4,43.6,3503,390.1,1320,11,0.222,0.683,1,43.6,56.0,39.0,21.3,26.0,1,Alert
966,Belagavi,Sugarcane,2022,7,319,Kharif,1,0,62.0,36.7,69.5,33.2,46.1,3040,469.3,857,10,0.321,0.747,4,9.7,60.3,46.9,17.6,19.0,0,Safe
967,Koppal,Paddy,2023,7,36,Kharif,1,0,48.1,38.6,57.5,34.9,31.5,2327,266.4,144,32,0.478,0.541,11,15.0,66.8,26.6,39.0,21.5,0,Safe
968,Haveri,Cotton,2022,6,71,Kharif,1,0,77.4,34.0,71.2,38.1,28.3,6933,817.0,4750,0,0.367,0.811,3,4.4,66.8,81.7,9.4,20.2,0,Safe
969,Shivamogga,Paddy,2022,4,315,Summer,0,0,54.5,37.4,68.1,54.1,23.7,2424,275.3,241,13,0.161,0.757,4,0.0,61.1,27.5,18.6,20.4,0,Safe
970,Chikkamagaluru,Coffee,2022,12,226,Rabi,0,1,9.5,17.2,87.2,73.2,42.9,9519,1128.7,7336,37,0.16,0.773,3,0.0,42.0,112.9,29.9,42.0,1,Alert
971,Ramanagara,Ragi,2024,6,8,Kharif,1,0,74.8,35.6,64.8,21.9,22.9,3613,499.7,1430,75,0.272,0.672,7,31.4,77.6,50.0,53.9,34.9,1,Alert
972,Chikkaballapur,Tomato,2022,12,212,Rabi,0,1,5.2,28.6,55.5,38.7,37.9,692,39.0,-1491,47,0.408,0.612,11,25.3,61.7,18.8,42.9,27.1,1,Alert
973,Kodagu,Coffee,2022,5,185,Summer,0,0,163.8,21.8,75.7,43.8,47.4,9913,1159.2,7730,3,0.123,0.749,2,0.0,54.4,115.9,14.1,23.4,0,Safe
974,Bangalore Rural,Tomato,2022,9,47,Kharif,1,0,130.6,36.9,63.7,25.2,21.7,725,111.8,-1458,52,0.386,0.633,4,35.0,76.5,25.8,44.4,24.1,0,Safe
975,Bangalore Rural,Tomato,2024,11,135,Rabi,0,1,28.8,36.4,57.6,47.3,63.5,650,58.2,-1533,8,0.292,0.7,3,15.2,44.6,21.1,19.0,15.4,0,Safe
976,Haveri,Cotton,2024,6,28,Kharif,1,0,142.9,33.2,48.9,37.9,30.5,6852,862.9,4669,113,0.399,0.673,5,41.2,65.8,86.3,72.8,35.2,1,Alert
977,Chitradurga,Groundnut,2022,2,302,Rabi,0,1,5.4,34.1,50.8,26.1,26.8,6140,768.5,3957,51,0.583,0.663,6,36.9,73.6,76.8,42.3,31.3,1,Alert
978,Mandya,Sugarcane,2024,8,165,Kharif,1,0,109.9,35.8,77.5,64.5,34.7,3187,377.2,1004,59,0.25,0.661,5,2.5,50.4,37.7,46.5,13.6,0,Safe
979,Kolar,Tomato,2024,12,259,Rabi,0,1,5.2,35.7,49.4,23.9,40.6,728,100.8,-1455,270,0.425,0.582,6,14.4,67.8,24.6,155.9,45.0,1,Alert
980,Tumkuru,Groundnut,2023,11,231,Rabi,0,1,43.9,31.9,53.3,48.5,36.3,5825,795.2,3642,45,0.421,0.679,10,12.6,57.6,79.5,38.5,28.4,1,Alert
981,Raichur,Paddy,2022,9,266,Kharif,1,0,78.0,37.4,52.7,30.3,29.5,2217,281.3,34,17,0.619,0.528,4,32.8,70.1,28.1,32.1,15.7,0,Safe
982,Mandya,Sugarcane,2023,12,56,Rabi,0,1,7.7,29.7,61.8,71.5,56.9,3158,423.5,975,21,0.288,0.756,3,16.9,35.8,42.4,22.7,16.8,0,Safe
983,Chikkamagaluru,Coffee,2023,7,199,Kharif,1,0,269.9,24.7,59.5,52.6,34.6,9675,1131.6,7492,13,0.222,0.742,1,24.7,56.4,113.2,19.4,36.1,1,Alert
984,Gadag,Wheat,2023,11,54,Rabi,0,1,19.2,38.9,61.0,45.8,30.3,2085,365.1,-98,8,0.424,0.625,5,26.3,62.0,37.5,22.8,26.8,1,Alert
985,Udupi,Paddy,2023,1,269,Rabi,0,1,20.4,24.0,84.8,79.1,47.1,2259,240.4,76,5,0.063,0.88,2,0.0,36.9,24.0,8.5,8.2,0,Safe
986,Bagalkot,Sugarcane,2023,12,142,Rabi,0,1,3.5,27.8,51.8,50.3,28.8,3502,380.0,1319,34,0.507,0.618,5,39.3,60.5,38.0,36.1,32.6,1,Alert
987,Bengaluru,Tomato,2022,12,33,Rabi,0,1,6.2,29.5,54.0,25.4,51.4,674,126.8,-1509,13,0.212,0.465,2,0.0,61.6,27.8,33.2,18.9,0,Safe
988,Haveri,Cotton,2024,9,4,Kharif,1,0,68.8,32.9,60.2,47.9,36.7,6842,847.6,4659,34,0.427,0.697,6,31.3,57.7,84.8,32.2,31.5,1,Alert
989,Vijayapura,Soybean,2023,1,135,Rabi,0,1,3.6,35.6,58.5,31.7,38.9,4586,639.1,2403,33,0.591,0.662,4,45.0,64.7,63.9,33.4,30.8,1,Alert
990,Vijayapura,Soybean,2022,1,38,Rabi,0,1,5.8,31.0,67.7,36.0,42.9,4677,498.5,2494,55,0.546,0.661,7,47.7,60.5,49.9,44.5,24.8,0,Safe
991,Bagalkot,Sugarcane,2024,6,268,Kharif,1,0,37.9,37.7,65.1,26.2,15.1,3312,364.6,1129,13,0.497,0.563,6,33.2,79.3,36.5,28.4,30.3,1,Alert
